"Techstars","0.00844169932266"
"Y Combinator","0.00768235041234"
"SV Angel","0.00331446002733"
"500 Startups","0.00201501730287"
"i5invest","0.00179632442146"
"Founder Collective","0.00178051103369"
"DreamIt Ventures","0.00175225711727"
"Seedcamp","0.00167417096032"
"Chalmers Innovation","0.00166186096121"
"Allan Zeise","0.00162582708032"
"Gravity Ventures","0.00159919511921"
"10Xelerator","0.00156758597095"
"Dan Toscano","0.00154938159964"
"Kleiner Perkins Caufield & Byers","0.00151017684335"
"Draper Fisher Jurvetson (DFJ)","0.00147925677447"
"Intel Capital","0.0014646712235"
"Sequoia Capital","0.00145804534323"
"Benchmark","0.00132805866145"
"Ron Conway","0.0013246957272"
"Sparx Ventures","0.00131078927028"
"LGiLab","0.00129864628263"
"Charles River Ventures","0.00127536600853"
"High-Tech Gruenderfonds","0.00127271589951"
"McKay Trust","0.00126766042721"
"Hallett Capital","0.00126506200529"
"First Round Capital","0.00123618406252"
"Accel Partners","0.00110372306045"
"New Enterprise Associates","0.0010832448793"
"Dave McClure","0.00105603680889"
"Harvard University","0.00105066984388"
"BoxGroup","0.00104770933942"
"True Ventures","0.00103392895941"
"Greylock Partners","0.000982703574046"
"Reid Hoffman","0.000978460741774"
"AngelPad","0.000959135912695"
"Felicis Ventures","0.000947811334888"
"IDG Capital Partners","0.000947588411053"
"Vermont Seed Capital Fund","0.000935837306573"
"Brad Garlinghouse","0.000918669256122"
"David Kalt","0.000911105487908"
"New Dominion Angels","0.000894397586551"
"Stephen Bullock","0.000880047148506"
"National Science Foundation","0.000873371655571"
"Venrock","0.000861092960426"
"Bessemer Venture Partners","0.000855482130287"
"US Venture Partners","0.00084870478827"
"Social Starts","0.000836738009522"
"fbFund","0.000831521819325"
"Growlab Ventures","0.000830828652028"
"Avonmore Developments","0.000825067340793"
"Polaris Partners","0.000824423428716"
"Incubate Fund","0.000822249959022"
"Auren Hoffman","0.000809420562953"
"AEM Capital","0.000803276801559"
"Kevin Hartz","0.000797057852004"
"General Catalyst Partners","0.000786979967784"
"Esther Dyson","0.000777607807768"
"Portland Seed Fund","0.000766083874925"
"Index Ventures","0.000765880733505"
"Founders Fund","0.000765085698059"
"FLOODGATE","0.000756380800585"
"Google","0.000756158926187"
"Draper Richards","0.000751944974757"
"Alex Hoye","0.000744573139185"
"T-bolaget","0.000743748089827"
"BDC Venture Capital","0.000740317079776"
"RSV Venture Partners","0.000739419591713"
"Highland Capital Partners","0.000734867848959"
"Bruno Yoshimura","0.00073032170887"
"SDL Ventures","0.000726689565101"
"Lightspeed Venture Partners","0.000724882083631"
"RRE Ventures","0.000716136343961"
"Parakletos Ventures","0.000710949283068"
"FF Angel LLC","0.00070052370956"
"Rose Tech Ventures","0.000699066621894"
"Scottish Equity Partners","0.000698879393386"
"Alexander Yunaev","0.00069656686582"
"Plug & Play Ventures","0.000690716007951"
"Battery Ventures","0.000688976073135"
"Start Fund","0.000684799010027"
"Dharmesh Shah","0.000682818772034"
"Mitch Kapor","0.000670719919404"
"Atlas Venture","0.000666498150923"
"Ben Franklin Technology Partners of Southeastern Pennsylvania","0.0006631126487"
"TomorrowVentures","0.000662448246703"
"Mohr Davidow Ventures","0.000660149683517"
"Khosla Ventures","0.000658204986645"
"Redpoint Ventures","0.00065666889954"
"Roger Ehrenberg","0.000643535843551"
"betaworks","0.000642365294012"
"Peter Thiel","0.000641646298193"
"Canaan Partners","0.000636182967435"
"XG Ventures","0.000631011081253"
"Italian Angels for Growth","0.000629071710735"
"Balderton Capital","0.000625758831297"
"Menlo Ventures","0.000621930212247"
"Minor Ventures","0.000620048369703"
"Slater Technology Fund","0.000617296593758"
"Silicon Pastures","0.000614552920028"
"Google Ventures","0.000607214179166"
"Keith Rabois","0.000607162002565"
"Allan Panossian","0.000603909365502"
"Blue Lagoon Capital","0.000600157959422"
"Sigma Partners","0.000596783949172"
"Bogdan Manoiu","0.000596577172071"
"Goldman Sachs","0.000590277558868"
"Matthew Pittinsky","0.000586856999238"
"Leonard Lodish","0.000583396328088"
"LAGbook Capital","0.000582272377611"
"Austin Ventures","0.000582224889874"
"FINAM Global","0.000577309718117"
"BancBoston Ventures","0.000564608851615"
"SoftTech VC","0.000563791137517"
"Glilot Capital Partners","0.000561506302677"
"WebFund","0.000559807151298"
"Joe Lonsdale","0.000548986340442"
"TeknoSeed","0.000548168027187"
"Startupbootcamp","0.000543424429227"
"LaunchCapital","0.0005386627542"
"Andreessen Horowitz","0.000538219007797"
"David Wu","0.000532503386127"
"Allen Morgan","0.000527352270342"
"YL Ventures","0.000525496715292"
"Enterprise Ireland","0.000522702940696"
"VantagePoint Capital Partners","0.000517713057283"
"Morgenthaler Ventures","0.000517606440183"
"DAG Ventures","0.000509448770241"
"Chris Sacca","0.000508758737664"
"Baseline Ventures","0.000508281851048"
"3i Group","0.00050810033482"
"YFM Venture Finance","0.000507083399815"
"Spark Capital","0.000506918771907"
